desc_cod_escoa_sanitario_domic_fam;cod_familiar_fam
Fossa rudimentar;1096547902
Vala a céu aberto;1096548119
Fossa séptica;1096548208
Vala a céu aberto;1096549352
Fossa séptica;1096550105
Vala a céu aberto;1096552817
Vala a céu aberto;1096554003
Outra forma;1096555247
Vala a céu aberto;1096555670
Vala a céu aberto;1096556057
Vala a céu aberto;1096558181
Fossa séptica;1096558939
Outra forma;1096559315
Fossa séptica;1096559900
Vala a céu aberto;1096560240
Vala a céu aberto;1096560402
;1096560674
Vala a céu aberto;1096561131
Vala a céu aberto;1096561727
Outra forma;1096562456
Outra forma;1096562880
Vala a céu aberto;1096563347
Vala a céu aberto;1096563851
Vala a céu aberto;1096567849
Vala a céu aberto;1096568225
Vala a céu aberto;1096568659
Outra forma;1096569205
Fossa séptica;1096569701
Fossa séptica;1096569892
Vala a céu aberto;1096570475
Vala a céu aberto;1096571102
Fossa séptica;1096572257
Vala a céu aberto;1096572680
Fossa séptica;1096573300
Fossa rudimentar;1096573733
Outra forma;1096573814
Vala a céu aberto;1096574039
Fossa séptica;1096565552
Outra forma;1096565633
Vala a céu aberto;1096565803
Vala a céu aberto;1096565986
Vala a céu aberto;1096566281
Vala a céu aberto;1096566796
Vala a céu aberto;1096575604
Vala a céu aberto;1096575787
Fossa séptica;1096575868
Outra forma;1096576244
Fossa rudimentar;1096577216
Vala a céu aberto;1096577992
;1096578026
Vala a céu aberto;1096578450
Fossa séptica;1096578964
Outra forma;1096579502
Vala a céu aberto;1096579855
Vala a céu aberto;1096580276
Vala a céu aberto;1096580608
Vala a céu aberto;1096580942
Vala a céu aberto;1096581167
Outra forma;1096581329
Fossa séptica;1096581752
Fossa séptica;1096582058
;1096582139
Vala a céu aberto;1096583291
Fossa rudimentar;1096583534
Vala a céu aberto;1096584859
;1096645661
Vala a céu aberto;1096645742
Outra forma;1096646048
;1096646129
Vala a céu aberto;1096646471
Vala a céu aberto;1096646714
Fossa rudimentar;1096646986
Vala a céu aberto;1096648253
;1096648849
;1096649144
Vala a céu aberto;1096649225
Vala a céu aberto;1096649497
Vala a céu aberto;1096649578
Vala a céu aberto;1096649730
Outra forma;1096649810
Outra forma;1096650070
Vala a céu aberto;1096650312
Fossa rudimentar;1096650401
Vala a céu aberto;1096650584
Fossa rudimentar;1096651122
;1096651475
Vala a céu aberto;1096651718
Vala a céu aberto;1096651807
Vala a céu aberto;1096585820
Fossa rudimentar;1096586207
Outra forma;1096586398
Vala a céu aberto;1096587289
;1096588170
Vala a céu aberto;1096588501
Vala a céu aberto;1096588684
Outra forma;1096588927
Vala a céu aberto;1096589222
Direto para um rio, lago ou mar;1096589494
Vala a céu aberto;1096589575
Fossa rudimentar;1096589818
Fossa séptica;1096589907
Vala a céu aberto;1096590158
Fossa rudimentar;1096591804
Outra forma;1096593416
Outra forma;1096593840
Vala a céu aberto;1096594730
Fossa rudimentar;1096596512
Vala a céu aberto;1096597403
Vala a céu aberto;1096598213
Vala a céu aberto;1096652285
Vala a céu aberto;1096652528
Fossa séptica;1096652609
;1096652790
Vala a céu aberto;1096653176
Vala a céu aberto;1096653923
Vala a céu aberto;1096654300
;1096654733
Vala a céu aberto;1096655110
Vala a céu aberto;1096655462
Vala a céu aberto;1096657325
Outra forma;1096657678
Fossa séptica;1096658216
Outra forma;1096658569
Vala a céu aberto;1096658720
Fossa séptica;1096659107
Vala a céu aberto;1096659379
Fossa séptica;1096659964
Vala a céu aberto;1096660032
Vala a céu aberto;1096660202
Vala a céu aberto;1096660385
;1096660628
Vala a céu aberto;1096661519
;1096661780
Vala a céu aberto;1096662833
;1096663805
Vala a céu aberto;1096663996
Vala a céu aberto;1096664704
Vala a céu aberto;1096665000
Outra forma;1096665930
Outra forma;1096667207
Vala a céu aberto;1096667800
Vala a céu aberto;1096668106
Vala a céu aberto;1096668440
Vala a céu aberto;1096668602
Vala a céu aberto;1096668874
Fossa rudimentar;1096669099
Fossa séptica;1096670348
;1096670500
Fossa rudimentar;1096670690
Outra forma;1096670852
Vala a céu aberto;1096671824
Outra forma;1096599376
;1096599708
Vala a céu aberto;1096599880
Vala a céu aberto;1096600803
Vala a céu aberto;1096603403
Outra forma;1096603900
Vala a céu aberto;1096604205
Outra forma;1096604710
Fossa rudimentar;1096604981
Vala a céu aberto;1096605104
Vala a céu aberto;1096605449
Outra forma;1096605953
Outra forma;1096606410
Fossa rudimentar;1096606500
Vala a céu aberto;1096606763
Vala a céu aberto;1096606925
;1096608111
Vala a céu aberto;1096608200
Vala a céu aberto;1096609355
Outra forma;1096609517
Fossa rudimentar;1096610280
Fossa rudimentar;1096612062
Outra forma;1096612305
Vala a céu aberto;1096612909
Vala a céu aberto;1096613468
Vala a céu aberto;1096613620
;1096614278
Vala a céu aberto;1096614863
Vala a céu aberto;1096615240
;1096615835
Outra forma;1096616483
Fossa rudimentar;1096617374
Vala a céu aberto;1096617617
Direto para um rio, lago ou mar;1096618850
Fossa séptica;1096620243
Fossa séptica;1096620910
Vala a céu aberto;1096621991
Vala a céu aberto;1096622459
Vala a céu aberto;1096622530
Outra forma;1096622610
Vala a céu aberto;1096622700
Vala a céu aberto;1096623188
Fossa séptica;1096623420
;1096624826
Vala a céu aberto;1096625040
Vala a céu aberto;1096626101
Vala a céu aberto;1096626365
;1096626446
Vala a céu aberto;1096626799
;1096627094
Vala a céu aberto;1096628902
Vala a céu aberto;1096629895
Vala a céu aberto;1096630800
Vala a céu aberto;1096631016
Outra forma;1096631288
Vala a céu aberto;1096631792
Outra forma;1096632926
Vala a céu aberto;1096633221
Vala a céu aberto;1096633302
Vala a céu aberto;1096633906
Vala a céu aberto;1096634201
Vala a céu aberto;1096634384
Vala a céu aberto;1096634465
Fossa séptica;1096634708
Vala a céu aberto;1096707870
Fossa séptica;1096708760
Vala a céu aberto;1096709228
Vala a céu aberto;1096711559
Vala a céu aberto;1096712520
Vala a céu aberto;1187733210
Vala a céu aberto;1187733806
Vala a céu aberto;1187735698
Outra forma;1187736074
Outra forma;1187736902
Fossa séptica;1187737550
Fossa rudimentar;1187737801
Outra forma;1187738018
Vala a céu aberto;1187738280
Vala a céu aberto;1187738360
Fossa séptica;1187738875
Vala a céu aberto;1187739413
Vala a céu aberto;1187743283
Outra forma;1187743445
Outra forma;1187744255
Vala a céu aberto;1187745065
Vala a céu aberto;1187746207
Vala a céu aberto;1187747432
Fossa séptica;1187793205
Fossa rudimentar;1187793620
Vala a céu aberto;1187793701
Outra forma;1187794007
Vala a céu aberto;1187794511
Vala a céu aberto;1187794864
Vala a céu aberto;1187794945
Vala a céu aberto;1187796565
Vala a céu aberto;1187797456
Vala a céu aberto;1187797537
Vala a céu aberto;1187797707
Vala a céu aberto;1187797880
Vala a céu aberto;1187798002
Vala a céu aberto;1187798428
Fossa séptica;1187799319
Outra forma;1187799742
Vala a céu aberto;1187800180
Vala a céu aberto;1187801070
Vala a céu aberto;1187801585
Outra forma;1187801747
Vala a céu aberto;1187802638
Vala a céu aberto;1187802980
Fossa rudimentar;1271099276
Fossa séptica;1271099780
Vala a céu aberto;1271099942
Vala a céu aberto;1271100207
Vala a céu aberto;1271100541
Direto para um rio, lago ou mar;1271100894
Outra forma;1271101513
Outra forma;1271101866
Vala a céu aberto;1271102242
Vala a céu aberto;1271102323
Fossa rudimentar;1271103303
Fossa rudimentar;1271104377
Vala a céu aberto;1271105187
Vala a céu aberto;1271105268
Vala a céu aberto;1271105772
Vala a céu aberto;1271105934
Vala a céu aberto;1275794190
Fossa rudimentar;1287581803
Fossa rudimentar;1287582362
Vala a céu aberto;1287582443
Vala a céu aberto;1287582524
Vala a céu aberto;1287583920
Fossa rudimentar;1340578212
Vala a céu aberto;1340579022
Vala a céu aberto;1340579103
Fossa rudimentar;1340579537
Vala a céu aberto;1340579880
Vala a céu aberto;1340580543
;1340580705
Fossa rudimentar;1340580896
Fossa séptica;1340580977
Fossa séptica;1340581191
Vala a céu aberto;1340581353
Fossa rudimentar;1340581515
Fossa rudimentar;1340583054
Vala a céu aberto;1340583135
Fossa rudimentar;1340583305
Vala a céu aberto;1340583488
Vala a céu aberto;1340585502
Vala a céu aberto;1340586150
Fossa rudimentar;1340586584
Fossa rudimentar;1340586746
Fossa séptica;1340587122
Fossa rudimentar;1340587203
;1340587475
Vala a céu aberto;1340587637
Fossa séptica;1340587718
Fossa séptica;1340587807
Outra forma;1340588013
Vala a céu aberto;1340588447
Outra forma;1340588790
Fossa séptica;1340589095
Vala a céu aberto;1340589419
Vala a céu aberto;1340589508
Vala a céu aberto;1096635518
Outra forma;1096635607
Vala a céu aberto;1096636166
Fossa séptica;1096636328
Fossa séptica;1096636409
;1096636913
Outra forma;1096637480
Vala a céu aberto;1096638290
Fossa séptica;1096638533
Outra forma;1096639181
Fossa séptica;1096639424
Vala a céu aberto;1096640279
Vala a céu aberto;1096640350
Vala a céu aberto;1096640511
Vala a céu aberto;1096641674
Vala a céu aberto;1096641755
Fossa rudimentar;1096642050
Fossa séptica;1096642301
Fossa séptica;1096643022
Outra forma;1096643375
Vala a céu aberto;1096645157
Vala a céu aberto;1096672634
Outra forma;1096672987
Fossa séptica;1096673100
Vala a céu aberto;1096673606
Vala a céu aberto;1096674173
Fossa rudimentar;1096674769
;1096675226
Outra forma;1096675498
Vala a céu aberto;1096675579
;1096676893
Vala a céu aberto;1096676974
Vala a céu aberto;1096677512
Vala a céu aberto;1096677784
Fossa séptica;1096677946
Vala a céu aberto;1096678080
Outra forma;1096678241
Vala a céu aberto;1096679485
Vala a céu aberto;1096679728
;1096680300
;1096680904
Fossa séptica;1096681030
Fossa séptica;1096681463
Fossa rudimentar;1096682192
Vala a céu aberto;1096682869
Outra forma;1096684055
Direto para um rio, lago ou mar;1096684217
Vala a céu aberto;1096685612
Fossa séptica;1404158669
Fossa séptica;1404159126
Vala a céu aberto;1404159207
Outra forma;1404159479
Fossa séptica;1404159711
Vala a céu aberto;1404160485
;1404160647
Vala a céu aberto;1406774960
Direto para um rio, lago ou mar;1096685701
Vala a céu aberto;1096686341
;1096687402
Fossa séptica;1096687585
Vala a céu aberto;1096687747
;1096688042
Vala a céu aberto;1096688123
Vala a céu aberto;1096689871
Vala a céu aberto;1096690454
Vala a céu aberto;1096690616
Outra forma;1096690888
Vala a céu aberto;1096691264
Outra forma;1096691426
Vala a céu aberto;1096691698
Outra forma;1096691850
Vala a céu aberto;1096692317
Vala a céu aberto;1096692406
;1096693208
Vala a céu aberto;1096693470
Vala a céu aberto;1096694018
Vala a céu aberto;1096694441
Vala a céu aberto;1096695170
Vala a céu aberto;1096695251
Outra forma;1096695413
Direto para um rio, lago ou mar;1096695502
Fossa séptica;1096695766
;1096696738
Vala a céu aberto;1096697386
Vala a céu aberto;1096697548
Vala a céu aberto;1407858688
Vala a céu aberto;1407858769
Vala a céu aberto;1407858840
Vala a céu aberto;1407859226
;1407860151
Vala a céu aberto;1407860585
Fossa séptica;1407860666
Vala a céu aberto;1407860828
Direto para um rio, lago ou mar;1407861042
Direto para um rio, lago ou mar;1407862367
Vala a céu aberto;1407862448
Outra forma;1407862529
Vala a céu aberto;1407862600
;1407862871
Vala a céu aberto;1096698510
Vala a céu aberto;1096698943
;1096699400
Vala a céu aberto;1096699672
;1096699834
Vala a céu aberto;1096699915
Outra forma;1096700271
Vala a céu aberto;1096701081
Vala a céu aberto;1096701324
Vala a céu aberto;1096702720
Outra forma;1096702800
Vala a céu aberto;1096703530
Fossa rudimentar;1096705745
Vala a céu aberto;1096706040
Outra forma;1096706393
Vala a céu aberto;1096706717
;1096706806
Vala a céu aberto;1187749133
Vala a céu aberto;1187751979
Fossa rudimentar;1187753165
Vala a céu aberto;1187753408
Outra forma;1187754218
Vala a céu aberto;1187754560
Fossa séptica;1187754641
Fossa séptica;1187754994
;1187755028
Outra forma;1187755613
Vala a céu aberto;1187755702
Vala a céu aberto;1187755885
;1187756180
Vala a céu aberto;1187756504
Vala a céu aberto;1187757071
Fossa séptica;1187757900
Vala a céu aberto;1187758043
Vala a céu aberto;1187758558
Vala a céu aberto;1187759600
;1187759953
Vala a céu aberto;1187760889
;1187761346
;1187761931
Vala a céu aberto;1187762237
;1187763047
Outra forma;1187763128
Fossa rudimentar;1187764442
Vala a céu aberto;1187765686
Vala a céu aberto;1187767034
Outra forma;1187767700
Vala a céu aberto;1187767891
Vala a céu aberto;1187768510
Fossa séptica;1187769754
Vala a céu aberto;1187771147
Fossa rudimentar;1187771570
Vala a céu aberto;1187771813
Vala a céu aberto;1187772976
;1187773786
Vala a céu aberto;1187774405
Vala a céu aberto;1187774758
Fossa rudimentar;1187775568
Fossa rudimentar;1187776297
Vala a céu aberto;1187776882
Vala a céu aberto;1187776963
;1187777188
Fossa séptica;1187778230
Vala a céu aberto;1187778664
Vala a céu aberto;1187780057
;1187780804
Outra forma;1187781100
Fossa séptica;1187781290
Fossa séptica;1187781533
Fossa rudimentar;1187782262
Outra forma;1187783587
Outra forma;1187784478
Vala a céu aberto;1187785105
Outra forma;1187785369
Outra forma;1187785954
Vala a céu aberto;1187786250
Outra forma;1187788112
Vala a céu aberto;1187788546
Vala a céu aberto;1187788970
Fossa séptica;1187790109
Vala a céu aberto;1187791091
Vala a céu aberto;1187792659
Fossa séptica;1187792810
Vala a céu aberto;1187803448
Outra forma;1187804258
Fossa séptica;1187804762
Vala a céu aberto;1187805734
Vala a céu aberto;1187805815
Direto para um rio, lago ou mar;1187805904
;1187807273
Vala a céu aberto;1187807435
Fossa séptica;1187807788
Vala a céu aberto;1187807869
Fossa séptica;1187808083
Vala a céu aberto;1187808750
Vala a céu aberto;1187810061
Outra forma;1187811033
Vala a céu aberto;1187811700
Vala a céu aberto;1187812005
Vala a céu aberto;1187812358
;1187812510
Vala a céu aberto;1187812862
Vala a céu aberto;1187814130
Direto para um rio, lago ou mar;1187814210
Vala a céu aberto;1187815101
Outra forma;1187816426
Vala a céu aberto;1414765320
Vala a céu aberto;1414765401
Vala a céu aberto;1414765835
Vala a céu aberto;1414767374
Vala a céu aberto;1414768508
Outra forma;1414768699
Vala a céu aberto;1414768770
Fossa rudimentar;1414769156
Outra forma;1414770910
Fossa séptica;1414771487
Fossa séptica;1414771649
Outra forma;1414772610
Vala a céu aberto;1414772700
Vala a céu aberto;1414774079
Fossa rudimentar;1418417882
Fossa séptica;1418418188
Vala a céu aberto;1418418692
Outra forma;1418419079
Fossa séptica;1418420751
Vala a céu aberto;1418422533
Fossa rudimentar;1418422614
Fossa séptica;1418423009
Vala a céu aberto;1418423858
Vala a céu aberto;1418423939
Vala a céu aberto;1418424072
Vala a céu aberto;1418424153
Vala a céu aberto;1418424234
Vala a céu aberto;1187816698
Vala a céu aberto;1187816779
;1187817236
Vala a céu aberto;1187817660
Fossa séptica;1187820610
Outra forma;1187821691
Vala a céu aberto;1187821772
Vala a céu aberto;1187823716
Vala a céu aberto;1187825689
Vala a céu aberto;1187825760
;1187825840
Outra forma;1187826499
Outra forma;1187826901
Fossa rudimentar;1187827460
Vala a céu aberto;1187827622
Vala a céu aberto;1187829242
Outra forma;1187829595
Fossa séptica;1187830178
Vala a céu aberto;1187830844
;1187830925
Outra forma;1203336780
Vala a céu aberto;1216180806
Outra forma;1216181454
Vala a céu aberto;1216181888
Fossa rudimentar;1216182264
Outra forma;1216182345
Vala a céu aberto;1216182779
Vala a céu aberto;1216182850
Fossa rudimentar;1216183236
Fossa séptica;1216183740
Vala a céu aberto;1216183821
Vala a céu aberto;1216184046
Outra forma;1216184127
Outra forma;1216185522
;1418454575
Fossa rudimentar;1418454656
Vala a céu aberto;1418456780
Vala a céu aberto;1418456942
;1418458643
Vala a céu aberto;1418459615
Outra forma;1418460540
Vala a céu aberto;1418460621
Outra forma;1236023781
Vala a céu aberto;1239363575
Vala a céu aberto;1270463802
Fossa séptica;1270463993
Fossa séptica;1270464108
Fossa séptica;1270465422
Vala a céu aberto;1270465503
Fossa séptica;1270466151
Fossa séptica;1270466585
Fossa séptica;1270467123
Vala a céu aberto;1270467638
Vala a céu aberto;1270467980
Fossa rudimentar;1270468790
Vala a céu aberto;1270469177
;1270469258
Fossa rudimentar;1270469339
Fossa rudimentar;1270469410
Vala a céu aberto;1270469509
Vala a céu aberto;1270469681
;1270469762
Fossa rudimentar;1270469924
Fossa séptica;1270470000
Fossa rudimentar;1270470698
Vala a céu aberto;1270470779
Vala a céu aberto;1270471902
Fossa séptica;1270472127
Fossa séptica;1270472470
Vala a céu aberto;1270472631
Vala a céu aberto;1270472984
Vala a céu aberto;1270473018
Fossa séptica;1270473280
